日付,曜日,送迎区分,送迎職員,介助者,送迎方法,車番,点呼確認による異常,利用者,開始時刻,終了時刻,備考
2025-09-06,土,夕迎え,只津,溝口,車,707,なし,①林夏渚 ②石神直都 ③富永日向 ④石神陽菜 ⑤溝口一花 ⑥櫻井斗麻 ⑦鈴木応介 ⑧園田柚真 ⑨園田葵 ⑩寺田菫,17:30,18:40,
2025-09-06,土,朝送り,只津,溝口,車,707,なし,①櫻井斗麻 ②林夏渚 ③富永日向 ④石神直都 ⑤鈴木応介 ⑥溝口一花 ⑦石神陽菜 ⑧園田葵 ⑨寺田菫 ⑩園田柚真,7:50,8:45,
2025-09-06,土,昼送り,只津,溝口,車,707,なし,①櫻井斗麻 ②石神直都 ③石神陽菜,12:40,13:20,
2025-09-07,日,夕迎え,只津,溝口,車,707,なし,①石原晴海 ②鈴木応介 ③富永日向 ④櫻井斗麻 ⑤石神直都 ⑥小松島咲花 ⑦小松島駿俊汰 ⑧石神陽菜 ⑨園田葵 ⑩寺田菫 ⑪園田柚真,17:40,18:40,
2025-09-07,日,朝送り,只津,溝口,車,707,なし,①石原晴海 ②鈴木応介 ③小松島咲花 ④富永日向 ⑤櫻井斗麻 ⑥石神直都 ⑦石神陽菜 ⑧小松島駿俊汰 ⑨園田柚真 ⑩園田葵 ⑪寺田菫,7:50,8:45,
2025-09-07,日,昼送り,只津,溝口,車,707,なし,①櫻井斗麻 ②石神直都 ③石原晴海 ④富永日向 ⑤石神陽菜 ⑥園田葵 ⑦寺田菫,12:40,13:20,
2025-09-08,月,夕迎え,只津,溝口,車,707,なし,①溝口一花 ②石原晴海 ③小松島駿俊汰 ④小松島咲花 ⑤小野凌来 ⑥石神陽菜 ⑦寺田菫 ⑧園田葵,17:35,18:40,
2025-09-08,月,朝送り,只津,溝口,車,707,なし,①櫻井帆斗 ②櫻井麻智 ③小野凌来 ④石神陽菜 ⑤溝口一花 ⑥小松島駿俊汰 ⑦石原晴海 ⑧櫻井斗麻 ⑨小松島咲花 ⑩寺田菫,7:50,8:40,
2025-09-08,月,昼送り,只津,溝口,車,707,なし,①石神陽菜 ②石原晴海,12:40,13:20,
2025-09-09,火,夕迎え,只津,溝口,車,707,なし,①石神直都 ②小松島咲花 ③櫻井斗麻 ④櫻井麻智 ⑤小野凌来 ⑥溝口一花 ⑦林夏渚 ⑧富永日向 ⑨小松島駿俊汰 ⑩櫻井帆斗 ⑪園田葵 ⑫寺田菫,17:30,18:40,
2025-09-09,火,朝送り,只津,溝口,車,707,なし,①小松島咲花 ②小松島駿俊汰 ③櫻井斗麻 ④溝口一花 ⑤櫻井帆斗 ⑥石神直都 ⑦林夏渚 ⑧小野凌来 ⑨富永日向 ⑩寺田菫 ⑪園田葵,7:50,8:45,
2025-09-09,火,昼送り,只津,溝口,車,707,なし,①櫻井斗麻 ②林夏渚,12:40,13:20,
2025-09-10,水,夕迎え,只津,溝口,車,707,なし,①小松島咲花 ②石神直都 ③富永日向 ④小野凌来 ⑤溝口一花 ⑥林夏渚 ⑦小松島駿俊汰 ⑧園田葵,17:40,18:40,
2025-09-10,水,朝送り,只津,溝口,車,707,なし,①小松島駿俊汰 ②小野凌来 ③櫻井麻智 ④溝口一花 ⑤石神直都 ⑥櫻井帆斗 ⑦林夏渚 ⑧園田葵,7:40,8:40,
2025-09-10,水,昼送り,只津,溝口,車,707,なし,①石神直都 ②溝口一花,12:40,13:20,
2025-09-11,木,夕迎え,只津,溝口,車,707,なし,①小野凌来 ②櫻井麻智 ③富永日向 ④石原晴海 ⑤溝口一花 ⑥林夏渚 ⑦上田大和 ⑧櫻井帆斗 ⑨上田海琴,17:30,18:20,
2025-09-11,木,朝送り,只津,溝口,車,707,なし,①櫻井帆斗 ②林夏渚 ③櫻井麻智 ④小野凌来 ⑤上田海琴 ⑥石原晴海 ⑦溝口一花,7:45,8:40,
2025-09-11,木,昼送り,只津,溝口,車,707,なし,①石原晴海 ②櫻井麻智,12:40,13:20,
2025-09-12,金,夕迎え,只津,溝口,車,707,なし,①林大希 ②上田大和 ③石神陽菜 ④上田海琴 ⑤林夏渚 ⑥石原晴海 ⑦富永日向 ⑧園田葵,17:40,18:40,
2025-09-12,金,朝送り,只津,溝口,車,707,なし,①上田大和 ②富永日向 ③石原晴海 ④上田海琴 ⑤林夏渚 ⑥石神陽菜 ⑦林大希 ⑧園田葵,7:40,8:40,
2025-09-12,金,昼送り,只津,溝口,車,707,なし,①石原晴海 ②林夏渚,12:40,13:20,
2025-09-13,土,夕迎え,只津,溝口,車,707,なし,①富永日向 ②石神直都 ③林夏渚 ④林大希 ⑤櫻井斗麻 ⑥石神陽菜 ⑦寺田菫 ⑧園田柚真 ⑨園田葵,17:40,18:40,
2025-09-13,土,朝送り,只津,溝口,車,707,なし,①櫻井斗麻 ②林大希 ③林夏渚 ④石神陽菜 ⑤富永日向 ⑥園田葵 ⑦寺田菫 ⑧園田柚真,7:40,8:40,
2025-09-13,土,昼送り,只津,溝口,車,707,なし,①櫻井斗麻 ②石神直都 ③石神陽菜,12:40,13:20,
2025-09-14,日,夕迎え,只津,溝口,車,707,なし,①石原晴海 ②富永日向 ③櫻井斗麻 ④小松島駿俊汰 ⑤石神直都 ⑥林大希 ⑦小松島咲花 ⑧寺田菫 ⑨園田葵 ⑩園田柚真,17:40,18:40,
2025-09-14,日,朝送り,只津,溝口,車,707,なし,①小松島駿俊汰 ②林大希 ③櫻井斗麻 ④石原晴海 ⑤石神直都 ⑥小松島咲花 ⑦寺田菫 ⑧園田葵 ⑨園田柚真,7:45,8:45,
2025-09-14,日,昼送り,只津,溝口,車,707,なし,①石神直都 ②櫻井斗麻 ③富永日向 ④石原晴海 ⑤林大希 ⑥園田葵 ⑦寺田菫,12:40,13:20,
2025-09-15,月,夕迎え,只津,溝口,車,707,なし,①石原晴海 ②溝口一花 ③小松島駿俊汰 ④小野凌来 ⑤林大希 ⑥小松島咲花 ⑦園田葵 ⑧寺田菫,17:40,18:40,
2025-09-15,月,朝送り,只津,溝口,車,707,なし,①林大希 ②櫻井帆斗 ③小松島咲花 ④櫻井斗麻 ⑤小野凌来 ⑥櫻井麻智 ⑦小松島駿俊汰 ⑧溝口一花 ⑨石原晴海 ⑩園田葵 ⑪寺田菫,7:40,8:40,
2025-09-15,月,昼送り,只津,溝口,車,707,なし,①櫻井帆斗 ②櫻井麻智 ③石原晴海 ④園田葵,12:40,13:20,
2025-09-16,火,夕迎え,只津,溝口,車,707,なし,①林夏渚 ②小松島咲花 ③櫻井麻智 ④小野凌来 ⑤上田海琴 ⑥櫻井帆斗 ⑦小松島駿俊汰 ⑧上田大和 ⑨富永日向 ⑩溝口一花 ⑪櫻井斗麻 ⑫寺田菫 ⑬園田葵,17:35,18:40,
2025-09-16,火,朝送り,只津,溝口,車,707,なし,①林夏渚 ②小野凌来 ③溝口一花 ④富永日向 ⑤櫻井斗麻 ⑥櫻井帆斗 ⑦小松島駿俊汰 ⑧上田大和 ⑨小松島咲花 ⑩櫻井麻智 ⑪上田海琴 ⑫園田葵 ⑬寺田菫,7:40,8:45,
2025-09-16,火,昼送り,只津,溝口,車,707,なし,①林夏渚 ②櫻井斗麻,12:40,13:20,
2025-09-17,水,夕迎え,只津,溝口,車,707,なし,①小松島駿俊汰 ②上田大和 ③上田海琴 ④小松島咲花 ⑤溝口一花 ⑥林夏渚 ⑦小野凌来 ⑧富永日向 ⑨園田葵,17:30,18:40,
2025-09-17,水,朝送り,只津,溝口,車,707,なし,①小松島咲花 ②小野凌来 ③上田大和 ④富永日向 ⑤林夏渚 ⑥溝口一花 ⑦小松島駿俊汰 ⑧櫻井麻智 ⑨上田海琴 ⑩櫻井帆斗 ⑪園田葵,7:40,8:40,
2025-09-17,水,昼送り,只津,溝口,車,707,なし,①林夏渚 ②溝口一花,12:40,13:20,
2025-09-18,木,夕迎え,只津,溝口,車,707,なし,①小野凌来 ②上田海琴 ③櫻井帆斗 ④上田大和 ⑤石原晴海 ⑥笠原英二次 ⑦櫻井麻智 ⑧溝口一花 ⑨富永日向 ⑩林夏渚 ⑪寺田菫,17:40,18:40,
2025-09-18,木,朝送り,只津,溝口,車,707,なし,①櫻井帆斗 ②石原晴海 ③小野凌来 ④笠原英二次 ⑤溝口一花 ⑥櫻井麻智 ⑦上田大和 ⑧林夏渚 ⑨富永日向 ⑩上田海琴 ⑪寺田菫,7:50,8:40,
2025-09-18,木,昼送り,只津,溝口,車,707,なし,①林夏渚 ②櫻井麻智 ③石原晴海,12:40,13:20,
2025-09-19,金,夕迎え,只津,溝口,車,707,なし,①石原晴海 ②上田海琴 ③林大希 ④上田大和 ⑤富永日向 ⑥笠原英二次 ⑦石神陽菜 ⑧林夏渚 ⑨小野凌来 ⑩園田葵 ⑪寺田菫,17:30,18:40,
2025-09-19,金,朝送り,只津,溝口,車,707,なし,①笠原英二次 ②小野凌来 ③林夏渚 ④石神陽菜 ⑤富永日向 ⑥上田海琴 ⑦石原晴海 ⑧林大希 ⑨上田大和 ⑩園田葵 ⑪寺田菫,7:50,8:40,
2025-09-19,金,昼送り,只津,溝口,車,707,なし,①林夏渚 ②石原晴海 ③上田海琴,12:40,13:20,
2025-09-20,土,夕迎え,只津,溝口,車,707,なし,①石神直都 ②櫻井斗麻 ③林夏渚 ④小松島咲花 ⑤石神陽菜 ⑥富永日向 ⑦林大希 ⑧小野凌来 ⑨寺田菫 ⑩園田葵 ⑪園田柚真,17:35,18:40,
2025-09-20,土,朝送り,只津,溝口,車,707,なし,①林夏渚 ②石神直都 ③林大希 ④石神陽菜 ⑤櫻井斗麻 ⑥小松島咲花 ⑦小野凌来 ⑧富永日向 ⑨園田葵 ⑩園田柚真 ⑪寺田菫,7:40,8:40,
2025-09-20,土,昼送り,只津,溝口,車,707,なし,①石神直都 ②林夏渚 ③石神陽菜 ④櫻井斗麻,12:40,13:20,
2025-09-21,日,夕迎え,只津,溝口,車,707,なし,①石神直都 ②富永日向 ③櫻井斗麻 ④林大希 ⑤小松島駿俊汰 ⑥石原晴海 ⑦小松島咲花 ⑧園田柚真 ⑨寺田菫,17:30,18:40,
2025-09-21,日,朝送り,只津,溝口,車,707,なし,①小松島駿俊汰 ②小松島咲花 ③櫻井斗麻 ④林大希 ⑤富永日向 ⑥石神直都 ⑦寺田菫 ⑧園田柚真,7:40,8:45,
2025-09-21,日,昼送り,只津,溝口,車,707,なし,①林大希 ②石原晴海 ③富永日向 ④石神直都 ⑤櫻井斗麻 ⑥寺田菫 ⑦園田柚真,12:40,13:20,
2025-09-22,月,夕迎え,只津,溝口,車,707,なし,①小松島駿俊汰 ②溝口一花 ③石原晴海 ④小野凌来 ⑤寺田菫,17:35,18:40,
2025-09-22,月,朝送り,只津,溝口,車,707,なし,①溝口一花 ②小野凌来 ③櫻井斗麻 ④櫻井麻智 ⑤櫻井帆斗 ⑥小松島駿俊汰 ⑦石原晴海 ⑧寺田菫,7:50,8:45,
2025-09-22,月,昼送り,只津,溝口,車,707,なし,①石原晴海,12:40,13:20,
2025-09-23,火,夕迎え,只津,溝口,車,707,なし,①林夏渚 ②櫻井帆斗 ③小松島駿俊汰 ④溝口一花 ⑤小松島咲花 ⑥櫻井斗麻 ⑦櫻井麻智 ⑧小野凌来 ⑨富永日向 ⑩上田大和 ⑪園田柚真 ⑫寺田菫 ⑬園田葵,17:35,18:40,
2025-09-23,火,朝送り,只津,溝口,車,707,なし,①櫻井帆斗 ②林夏渚 ③上田大和 ④小松島咲花 ⑤櫻井斗麻 ⑥小野凌来 ⑦小松島駿俊汰 ⑧富永日向 ⑨櫻井麻智 ⑩溝口一花 ⑪園田葵 ⑫寺田菫 ⑬園田柚真,7:45,8:45,
2025-09-23,火,昼送り,只津,溝口,車,707,なし,①櫻井麻智 ②櫻井帆斗 ③櫻井斗麻 ④林夏渚 ⑤園田柚真 ⑥園田葵,12:40,13:20,
2025-09-24,水,夕迎え,只津,溝口,車,707,なし,①溝口一花 ②富永日向 ③小松島駿俊汰 ④小野凌来 ⑤小松島咲花 ⑥上田大和 ⑦林夏渚 ⑧園田柚真 ⑨園田葵,17:35,18:40,
2025-09-24,水,朝送り,只津,溝口,車,707,なし,①上田大和 ②溝口一花 ③櫻井麻智 ④櫻井帆斗 ⑤林夏渚 ⑥小松島駿俊汰 ⑦富永日向 ⑧小松島咲花 ⑨小野凌来 ⑩園田柚真 ⑪園田葵,7:50,8:40,
2025-09-25,木,夕迎え,只津,溝口,車,707,なし,①上田大和 ②櫻井帆斗 ③櫻井麻智 ④富永日向 ⑤溝口一花 ⑥小野凌来 ⑦上田海琴 ⑧笠原英二次 ⑨林夏渚,17:35,18:40,
2025-09-25,木,朝送り,只津,溝口,車,707,なし,①櫻井麻智 ②富永日向 ③溝口一花 ④上田大和 ⑤上田海琴 ⑥笠原英二次 ⑦林夏渚 ⑧小野凌来,7:40,8:40,
2025-09-25,木,昼送り,只津,溝口,車,707,なし,①櫻井麻智 ②溝口一花,12:40,13:20,
2025-09-26,金,夕迎え,只津,溝口,車,707,なし,①林大希 ②富永日向 ③林夏渚 ④上田大和 ⑤石神陽菜 ⑥笠原英二次 ⑦上田海琴 ⑧園田葵,17:35,18:40,
2025-09-26,金,朝送り,只津,溝口,車,707,なし,①上田海琴 ②石神陽菜 ③富永日向 ④笠原英二次 ⑤林夏渚 ⑥上田大和 ⑦林大希 ⑧園田葵,7:50,8:45,
2025-09-26,金,昼送り,只津,溝口,車,707,なし,①林夏渚,12:40,13:20,
2025-09-27,土,夕迎え,只津,溝口,車,707,なし,①石神直都 ②林大希 ③富永日向 ④林夏渚 ⑤石神陽菜 ⑥櫻井斗麻 ⑦寺田菫 ⑧園田葵 ⑨園田柚真,17:30,18:40,
2025-09-27,土,朝送り,只津,溝口,車,707,なし,①石神陽菜 ②林大希 ③富永日向 ④櫻井斗麻 ⑤石神直都 ⑥林夏渚 ⑦寺田菫 ⑧園田葵 ⑨園田柚真,7:40,8:45,
2025-09-27,土,昼送り,只津,溝口,車,707,なし,①櫻井斗麻 ②石神直都 ③石神陽菜,12:40,13:20,
2025-09-28,日,夕迎え,只津,溝口,車,707,なし,①富永日向 ②林大希 ③櫻井斗麻 ④石神直都 ⑤石原晴海 ⑥寺田菫 ⑦園田柚真,17:40,18:40,
2025-09-28,日,朝送り,只津,溝口,車,707,なし,①櫻井斗麻 ②富永日向 ③林大希 ④石神直都 ⑤石原晴海 ⑥園田柚真,7:50,8:45,
2025-09-28,日,昼送り,只津,溝口,車,707,なし,①林大希 ②富永日向 ③石原晴海 ④石神直都 ⑤園田柚真 ⑥寺田菫,12:40,13:20,
2025-09-29,月,夕迎え,只津,溝口,車,707,なし,①溝口一花 ②小野凌来 ③富永日向 ④石原晴海 ⑤寺田菫,17:30,18:40,
2025-09-29,月,朝送り,只津,溝口,車,707,なし,①小野凌来 ②櫻井麻智 ③櫻井斗麻 ④富永日向 ⑤溝口一花 ⑥石原晴海 ⑦櫻井帆斗 ⑧寺田菫,7:40,8:45,
2025-09-29,月,昼送り,只津,溝口,車,707,なし,①石原晴海,12:40,13:20,
2025-09-30,火,夕迎え,只津,溝口,車,707,なし,①櫻井斗麻 ②櫻井麻智 ③小野凌来 ④溝口一花 ⑤櫻井帆斗 ⑥寺田菫,17:35,18:40,
2025-09-30,火,朝送り,只津,溝口,車,707,なし,①溝口一花 ②小野凌来 ③櫻井帆斗 ④櫻井麻智 ⑤櫻井斗麻 ⑥寺田菫,7:40,8:45,
2025-09-30,火,昼送り,只津,溝口,車,707,なし,①櫻井斗麻,12:40,13:20,
