日付,曜日,送迎区分,送迎職員,介助者,送迎方法,車番,点呼確認による異常,利用者,開始時刻,終了時刻,備考
2025-06-21,土,朝送り,只津,溝口,車,707,なし,①溝口一花 ②石神陽菜 ③富永日向 ④鈴木応介 ⑤櫻井斗麻 ⑥林夏渚 ⑦園田葵,7:50,8:45,
2025-06-21,土,昼送り,只津,溝口,車,707,なし,①石神陽菜 ②溝口一花,12:40,13:20,
2025-06-22,日,夕迎え,只津,溝口,車,707,なし,①櫻井斗麻 ②鈴木応介 ③櫻井麻智 ④溝口一花 ⑤櫻井帆斗,17:30,18:40,
2025-06-22,日,朝送り,只津,溝口,車,707,なし,①櫻井斗麻 ②櫻井麻智 ③鈴木応介 ④櫻井帆斗,7:50,8:40,
2025-06-22,日,昼送り,只津,溝口,車,707,なし,①櫻井麻智 ②櫻井帆斗 ③溝口一花 ④櫻井斗麻,12:40,13:20,
2025-06-23,月,夕迎え,只津,溝口,車,707,なし,①溝口一花 ②富永日向,17:40,18:40,
2025-06-23,月,朝送り,只津,溝口,車,707,なし,①櫻井麻智 ②櫻井斗麻 ③櫻井帆斗 ④溝口一花 ⑤富永日向,7:45,8:40,
2025-06-23,月,昼送り,只津,溝口,車,707,なし,①櫻井斗麻 ②櫻井麻智,12:40,13:20,
2025-06-24,火,夕迎え,只津,溝口,車,707,なし,①溝口一花 ②石神直都 ③富永日向 ④櫻井麻智 ⑤櫻井斗麻 ⑥櫻井帆斗,17:35,18:30,
2025-06-24,火,朝送り,只津,溝口,車,707,なし,①櫻井麻智 ②櫻井斗麻 ③石神直都 ④富永日向,7:50,8:40,
2025-06-24,火,昼送り,只津,溝口,車,707,なし,①櫻井斗麻,12:40,13:20,
2025-06-25,水,夕迎え,只津,溝口,車,707,なし,①溝口一花 ②石神直都 ③富永日向 ④園田柚真 ⑤園田葵,17:30,18:40,
2025-06-25,水,朝送り,只津,溝口,車,707,なし,①石神直都 ②櫻井帆斗 ③溝口一花 ④富永日向 ⑤櫻井麻智 ⑥園田柚真 ⑦園田葵,7:40,8:45,
2025-06-25,水,昼送り,只津,溝口,車,707,なし,①石神直都,12:40,13:20,
2025-06-26,木,夕迎え,只津,溝口,車,707,なし,①櫻井帆斗 ②富永日向 ③溝口一花 ④櫻井麻智 ⑤園田柚真 ⑥園田葵,17:40,18:40,
2025-06-26,木,朝送り,只津,溝口,車,707,なし,①櫻井麻智 ②櫻井帆斗 ③溝口一花 ④富永日向 ⑤園田葵 ⑥園田柚真,7:40,8:40,
2025-06-27,金,夕迎え,只津,溝口,車,707,なし,①林夏渚 ②富永日向 ③石神直都 ④石神陽菜 ⑤林大希 ⑥園田葵,17:40,18:40,
2025-06-27,金,朝送り,只津,溝口,車,707,なし,①富永日向 ②石神直都 ③石神陽菜 ④林夏渚 ⑤林大希 ⑥園田葵,7:50,8:45,
2025-06-27,金,昼送り,只津,溝口,車,707,なし,①林夏渚 ②石神直都,12:40,13:20,
2025-06-28,土,夕迎え,只津,溝口,車,707,なし,①櫻井斗麻 ②笠原英二次 ③石神陽菜 ④鈴木応介 ⑤林夏渚 ⑥林大希 ⑦石神直都 ⑧曽田勇佑 ⑨富永日向 ⑩園田葵,17:30,18:40,
2025-06-28,土,朝送り,只津,溝口,車,707,なし,①笠原英二次 ②富永日向 ③林夏渚 ④鈴木応介 ⑤林大希 ⑥石神陽菜 ⑦曽田勇佑 ⑧櫻井斗麻 ⑨園田葵,7:40,8:40,
2025-06-28,土,昼送り,只津,溝口,車,707,なし,①石神陽菜,12:40,13:20,
2025-06-29,日,夕迎え,只津,溝口,車,707,なし,①森田脩平 ②笠原英二次 ③石神直都 ④森田あやめ ⑤林夏渚 ⑥森田佳代 ⑦森田さくら ⑧森田さつき ⑨曽田勇佑 ⑩櫻井斗麻 ⑪林大希 ⑫鈴木応介,17:35,18:30,
2025-06-29,日,朝送り,只津,溝口,車,707,なし,①林夏渚 ②森田脩平 ③森田さつき ④櫻井斗麻 ⑤森田あやめ ⑥鈴木応介 ⑦笠原英二次 ⑧石神直都 ⑨森田さくら ⑩森田佳代 ⑪曽田勇佑,7:40,8:40,
2025-06-29,日,昼送り,只津,溝口,車,707,なし,①森田あやめ ②森田佳代 ③森田さつき ④曽田勇佑 ⑤森田さくら ⑥林夏渚 ⑦櫻井斗麻,12:40,13:20,
2025-06-30,月,夕迎え,只津,溝口,車,707,なし,①森田脩平 ②溝口一花 ③森田あやめ ④森田さつき ⑤森田さくら ⑥森田佳代 ⑦石神直都,17:35,18:20,
2025-06-30,月,朝送り,只津,溝口,車,707,なし,①櫻井麻智 ②櫻井帆斗 ③森田あやめ ④森田脩平 ⑤森田さつき ⑥石神直都 ⑦森田さくら ⑧森田佳代 ⑨溝口一花,7:40,8:40,
2025-06-30,月,昼送り,只津,溝口,車,707,なし,①石神直都 ②森田あやめ ③森田さくら ④森田さつき ⑤櫻井斗麻,12:40,13:20,
