日付,曜日,送迎区分,送迎職員,介助者,送迎方法,車番,点呼確認による異常,利用者,開始時刻,終了時刻,備考
2026-03-10,火,夕迎え,只津,溝口,車,707,なし,①四宮鈴 ②富永日向 ③溝口一花 ④西原早彩 ⑤小野凌来 ⑥藤崎柊威 ⑦松岡蘭 ⑧寺田菫 ⑨園田葵,17:30,18:40,
2026-03-10,火,朝送り,只津,溝口,車,707,なし,①西原早彩 ②松岡蘭 ③溝口一花 ④藤崎柊威 ⑤小野凌来 ⑥四宮鈴 ⑦富永日向 ⑧寺田菫 ⑨園田葵,7:40,8:40,
2026-03-11,水,夕迎え,只津,溝口,車,707,なし,①香村快 ②松岡蘭 ③溝口一花 ④小野凌来 ⑤辻村優樹 ⑥香村慧 ⑦富永日向 ⑧四宮鈴 ⑨園田葵 ⑩寺田菫,17:40,18:40,
2026-03-11,水,朝送り,只津,溝口,車,707,なし,①小野凌来 ②辻村優樹 ③四宮鈴 ④松岡蘭 ⑤香村快 ⑥溝口一花 ⑦富永日向 ⑧香村慧 ⑨園田葵 ⑩寺田菫,7:40,8:40,
2026-03-12,木,夕迎え,只津,溝口,車,707,なし,①香村慧 ②四宮鈴 ③香村快 ④溝口一花 ⑤石原晴海 ⑥松岡蘭 ⑦小野凌来 ⑧辻村優樹 ⑨富永日向 ⑩寺田菫 ⑪園田柚真,17:30,18:40,
2026-03-12,木,朝送り,只津,溝口,車,707,なし,①小野凌来 ②松岡蘭 ③香村快 ④溝口一花 ⑤富永日向 ⑥四宮鈴 ⑦香村慧 ⑧石原晴海 ⑨辻村優樹 ⑩寺田菫 ⑪園田柚真,7:45,8:40,
2026-03-13,金,夕迎え,只津,溝口,車,707,なし,①香村慧 ②香村快 ③石原晴海 ④四宮鈴 ⑤富永日向 ⑥溝口一花 ⑦松岡蘭 ⑧寺田菫 ⑨園田柚真,17:40,18:40,
2026-03-13,金,朝送り,只津,溝口,車,707,なし,①松岡蘭 ②溝口一花 ③香村慧 ④富永日向 ⑤香村快 ⑥四宮鈴 ⑦石原晴海 ⑧園田柚真 ⑨寺田菫,7:45,8:40,
2026-03-14,土,夕迎え,只津,溝口,車,707,なし,①石原晴海 ②富永日向 ③西原早彩 ④香村慧 ⑤溝口一花 ⑥向井瑠華 ⑦向井永愛 ⑧香村快 ⑨園田柚真 ⑩寺田菫 ⑪園田葵,17:35,18:40,
2026-03-14,土,朝送り,只津,溝口,車,707,なし,①溝口一花 ②石原晴海 ③向井永愛 ④西原早彩 ⑤富永日向 ⑥香村快 ⑦向井瑠華 ⑧香村慧 ⑨園田柚真 ⑩園田葵 ⑪寺田菫,7:40,8:40,
2026-03-14,土,昼送り,只津,溝口,車,707,なし,①向井瑠華 ②溝口一花 ③西原早彩 ④寺田菫,12:40,13:20,
2026-03-15,日,夕迎え,只津,溝口,車,707,なし,①西原早彩 ②石原晴海 ③向井永愛 ④向井瑠華 ⑤園田葵 ⑥園田柚真,17:30,18:40,
2026-03-15,日,朝送り,只津,溝口,車,707,なし,①向井瑠華 ②西原早彩 ③石原晴海 ④向井永愛 ⑤園田柚真 ⑥園田葵,7:40,8:40,
2026-03-15,日,昼送り,只津,溝口,車,707,なし,①石原晴海 ②向井永愛 ③西原早彩,12:40,13:20,
2026-03-16,月,夕迎え,只津,溝口,車,707,なし,①西原早彩 ②藤崎柊威 ③溝口一花 ④小野凌来 ⑤寺田菫,17:35,18:40,
2026-03-16,月,朝送り,只津,溝口,車,707,なし,①小野凌来 ②西原早彩 ③藤崎柊威 ④溝口一花 ⑤寺田菫,7:40,8:45,
2026-03-17,火,夕迎え,只津,溝口,車,707,なし,①小野凌来 ②向井永愛 ③向井瑠華 ④富永日向 ⑤藤崎柊威 ⑥西原早彩 ⑦松岡蘭 ⑧四宮鈴 ⑨溝口一花 ⑩寺田菫 ⑪園田葵,17:35,18:40,
2026-03-17,火,朝送り,只津,溝口,車,707,なし,①富永日向 ②松岡蘭 ③向井永愛 ④四宮鈴 ⑤溝口一花 ⑥藤崎柊威 ⑦小野凌来 ⑧西原早彩 ⑨向井瑠華 ⑩寺田菫 ⑪園田葵,7:40,8:45,
2026-03-18,水,夕迎え,只津,溝口,車,707,なし,①富永日向 ②向井瑠華 ③香村快 ④向井永愛 ⑤溝口一花 ⑥松岡蘭 ⑦辻村優樹 ⑧香村慧 ⑨笠原英二次 ⑩四宮鈴 ⑪小野凌来 ⑫園田葵,17:40,18:40,
2026-03-18,水,朝送り,只津,溝口,車,707,なし,①溝口一花 ②香村快 ③富永日向 ④笠原英二次 ⑤辻村優樹 ⑥松岡蘭 ⑦向井永愛 ⑧香村慧 ⑨小野凌来 ⑩四宮鈴 ⑪向井瑠華 ⑫園田葵,7:50,8:40,
2026-03-19,木,夕迎え,只津,溝口,車,707,なし,①石原晴海 ②辻村優樹 ③向井瑠華 ④香村快 ⑤香村慧 ⑥向井永愛 ⑦富永日向 ⑧笠原英二次 ⑨松岡蘭 ⑩小野凌来 ⑪溝口一花 ⑫寺田菫,17:30,18:40,
2026-03-19,木,朝送り,只津,溝口,車,707,なし,①向井瑠華 ②向井永愛 ③笠原英二次 ④石原晴海 ⑤辻村優樹 ⑥小野凌来 ⑦香村慧 ⑧香村快 ⑨松岡蘭 ⑩富永日向 ⑪溝口一花 ⑫寺田菫,7:40,8:40,
2026-03-20,金,夕迎え,只津,溝口,車,707,なし,①深津 ②石原晴海 ③富永日向 ④向井瑠華 ⑤松岡蘭 ⑥香村慧 ⑦溝口一花 ⑧向井永愛 ⑨香村快 ⑩四宮鈴 ⑪寺田菫,17:30,18:40,
2026-03-20,金,朝送り,只津,溝口,車,707,なし,①富永日向 ②溝口一花 ③香村慧 ④石原晴海 ⑤香村快 ⑥向井瑠華 ⑦四宮鈴 ⑧向井永愛 ⑨深津 ⑩松岡蘭 ⑪寺田菫,7:50,8:40,
2026-03-21,土,夕迎え,只津,溝口,車,707,なし,①香村快 ②石原晴海 ③溝口一花 ④向井永愛 ⑤香村慧 ⑥向井瑠華 ⑦西原早彩 ⑧四宮鈴 ⑨深津 ⑩園田柚真 ⑪園田葵,17:40,18:40,
2026-03-21,土,朝送り,只津,溝口,車,707,なし,①四宮鈴 ②西原早彩 ③香村快 ④香村慧 ⑤向井永愛 ⑥石原晴海 ⑦向井瑠華 ⑧溝口一花 ⑨深津 ⑩園田葵 ⑪園田柚真,7:40,8:45,
2026-03-21,土,昼送り,只津,溝口,車,707,なし,①向井永愛 ②香村快 ③深津,12:40,13:20,
2026-03-22,日,夕迎え,只津,溝口,車,707,なし,①西原早彩 ②石原晴海 ③向井永愛 ④向井瑠華 ⑤園田葵 ⑥園田柚真,17:35,18:40,
2026-03-22,日,朝送り,只津,溝口,車,707,なし,①西原早彩 ②向井永愛 ③向井瑠華 ④石原晴海 ⑤園田柚真 ⑥園田葵,7:45,8:45,
2026-03-22,日,昼送り,只津,溝口,車,707,なし,①石原晴海 ②西原早彩 ③園田葵,12:40,13:20,
2026-03-23,月,夕迎え,只津,溝口,車,707,なし,①溝口一花 ②松岡蘭 ③西原早彩 ④小野凌来 ⑤寺田菫,17:30,18:40,
2026-03-23,月,朝送り,只津,溝口,車,707,なし,①松岡蘭 ②西原早彩 ③小野凌来 ④溝口一花 ⑤寺田菫,7:50,8:45,
2026-03-24,火,夕迎え,只津,溝口,車,707,なし,①四宮鈴 ②向井永愛 ③松岡蘭 ④小野凌来 ⑤西原早彩 ⑥溝口一花 ⑦富永日向 ⑧園田葵 ⑨寺田菫,17:40,18:40,
2026-03-24,火,朝送り,只津,溝口,車,707,なし,①西原早彩 ②溝口一花 ③松岡蘭 ④小野凌来 ⑤向井永愛 ⑥富永日向 ⑦四宮鈴 ⑧園田葵 ⑨寺田菫,7:45,8:40,
2026-03-25,水,夕迎え,只津,溝口,車,707,なし,①香村快 ②四宮鈴 ③小野凌来 ④香村慧 ⑤向井永愛 ⑥富永日向 ⑦松岡蘭 ⑧辻村優樹 ⑨園田葵,17:40,18:40,
2026-03-25,水,朝送り,只津,溝口,車,707,なし,①松岡蘭 ②辻村優樹 ③向井永愛 ④四宮鈴 ⑤香村慧 ⑥小野凌来 ⑦富永日向 ⑧香村快 ⑨園田葵,7:50,8:45,
2026-03-26,木,夕迎え,只津,溝口,車,707,なし,①辻村優樹 ②藤川結梨 ③四宮鈴 ④香村慧 ⑤向井瑠華 ⑥香村快 ⑦小野凌来 ⑧松岡蘭 ⑨富永日向,17:35,18:40,
2026-03-26,木,朝送り,只津,溝口,車,707,なし,①松岡蘭 ②向井瑠華 ③富永日向 ④香村慧 ⑤四宮鈴 ⑥辻村優樹 ⑦小野凌来 ⑧香村快 ⑨藤川結梨,7:50,8:40,
2026-03-27,金,夕迎え,只津,溝口,車,707,なし,①四宮鈴 ②松岡蘭 ③向井瑠華 ④香村慧 ⑤香村快 ⑥藤川結梨 ⑦富永日向,17:40,18:30,
2026-03-27,金,朝送り,只津,溝口,車,707,なし,①藤川結梨 ②富永日向 ③松岡蘭 ④向井瑠華 ⑤香村快 ⑥香村慧 ⑦四宮鈴,7:45,8:40,
2026-03-28,土,夕迎え,只津,溝口,車,707,なし,①向井永愛 ②香村快 ③富永日向 ④向井瑠華 ⑤石原晴海 ⑥西原早彩 ⑦松岡蘭 ⑧香村慧 ⑨園田柚真 ⑩寺田菫 ⑪園田葵,17:30,18:40,
2026-03-28,土,朝送り,只津,溝口,車,707,なし,①香村慧 ②松岡蘭 ③向井瑠華 ④石原晴海 ⑤向井永愛 ⑥香村快 ⑦西原早彩 ⑧富永日向 ⑨寺田菫 ⑩園田葵 ⑪園田柚真,7:40,8:40,
2026-03-28,土,昼送り,只津,溝口,車,707,なし,①松岡蘭 ②向井瑠華 ③香村慧 ④石原晴海 ⑤向井永愛 ⑥園田柚真 ⑦寺田菫,12:40,13:20,
2026-03-29,日,夕迎え,只津,溝口,車,707,なし,①向井永愛 ②向井瑠華 ③四宮鈴 ④石原晴海 ⑤松岡蘭 ⑥富永日向 ⑦西原早彩 ⑧寺田菫 ⑨園田葵 ⑩園田柚真,17:35,18:40,
2026-03-29,日,朝送り,只津,溝口,車,707,なし,①石原晴海 ②向井永愛 ③松岡蘭 ④富永日向 ⑤西原早彩 ⑥向井瑠華 ⑦四宮鈴 ⑧園田柚真 ⑨寺田菫 ⑩園田葵,7:40,8:45,
2026-03-29,日,昼送り,只津,溝口,車,707,なし,①向井瑠華 ②石原晴海 ③西原早彩 ④松岡蘭 ⑤富永日向 ⑥園田柚真,12:40,13:20,
2026-03-30,月,夕迎え,只津,溝口,車,707,なし,①富永日向 ②小野凌来 ③松岡蘭 ④四宮鈴 ⑤西原早彩 ⑥園田葵,17:30,18:40,
2026-03-30,月,朝送り,只津,溝口,車,707,なし,①西原早彩 ②四宮鈴 ③小野凌来 ④富永日向 ⑤松岡蘭 ⑥園田葵,7:40,8:45,
2026-03-31,火,夕迎え,只津,溝口,車,707,なし,①四宮鈴 ②小野凌来 ③富永日向 ④松岡蘭 ⑤園田葵,17:35,18:40,
2026-03-31,火,朝送り,只津,溝口,車,707,なし,①小野凌来 ②富永日向 ③松岡蘭 ④四宮鈴 ⑤園田葵,7:45,8:40,
