日付,曜日,送迎区分,送迎職員,介助者,送迎方法,車番,点呼確認による異常,利用者,開始時刻,終了時刻,備考
2026-01-05,月,夕迎え,只津,溝口,車,707,なし,①富永日向 ②小松島駿俊汰 ③小野凌来 ④上田海琴 ⑤溝口一花 ⑥上田大和 ⑦上田千愛 ⑧小松島咲花 ⑨寺田菫,17:35,18:40,
2026-01-05,月,朝送り,只津,溝口,車,707,なし,①上田千愛 ②小松島駿俊汰 ③富永日向 ④櫻井斗麻 ⑤櫻井麻智 ⑥小野凌来 ⑦上田大和 ⑧小松島咲花 ⑨上田海琴 ⑩櫻井帆斗 ⑪溝口一花 ⑫寺田菫,7:50,8:45,
2026-01-05,月,昼送り,只津,溝口,車,707,なし,①小松島駿俊汰,12:40,13:20,
2026-01-06,火,夕迎え,只津,溝口,車,707,なし,①上田大和 ②櫻井斗麻 ③溝口一花 ④櫻井帆斗 ⑤上田千愛 ⑥櫻井麻智 ⑦小野凌来 ⑧上田海琴 ⑨四宮鈴 ⑩林大希 ⑪寺田菫 ⑫園田葵,17:40,18:40,
2026-01-06,火,朝送り,只津,溝口,車,707,なし,①櫻井麻智 ②上田千愛 ③林大希 ④上田海琴 ⑤櫻井斗麻 ⑥小野凌来 ⑦四宮鈴 ⑧溝口一花 ⑨上田大和 ⑩櫻井帆斗 ⑪寺田菫 ⑫園田葵,7:50,8:45,
2026-01-07,水,夕迎え,只津,溝口,車,707,なし,①溝口一花 ②林大希 ③小野凌来 ④上田大和 ⑤四宮鈴 ⑥上田海琴 ⑦上田千愛 ⑧林夏渚 ⑨園田葵,17:40,18:40,
2026-01-07,水,朝送り,只津,溝口,車,707,なし,①林大希 ②四宮鈴 ③林夏渚 ④上田大和 ⑤櫻井帆斗 ⑥上田千愛 ⑦溝口一花 ⑧上田海琴 ⑨櫻井麻智 ⑩小野凌来 ⑪園田葵,7:40,8:40,
2026-01-08,木,夕迎え,只津,溝口,車,707,なし,①四宮鈴 ②富永日向 ③小野凌来 ④上田大和 ⑤溝口一花 ⑥上田海琴 ⑦櫻井帆斗 ⑧上田千愛 ⑨林夏渚 ⑩小松島駿俊汰 ⑪櫻井麻智,17:40,18:20,
2026-01-08,木,朝送り,只津,溝口,車,707,なし,①上田千愛 ②四宮鈴 ③上田海琴 ④小野凌来 ⑤櫻井麻智 ⑥小松島駿俊汰 ⑦林夏渚 ⑧溝口一花 ⑨櫻井帆斗 ⑩上田大和,7:50,8:40,
2026-01-08,木,昼送り,只津,溝口,車,707,なし,①小松島駿俊汰,12:40,13:20,
2026-01-09,金,夕迎え,只津,溝口,車,707,なし,①上田千愛 ②林大希 ③香村快 ④上田海琴 ⑤上田大和 ⑥小松島駿俊汰 ⑦香村慧 ⑧四宮鈴 ⑨林夏渚 ⑩石神陽菜 ⑪富永日向 ⑫園田葵,17:35,18:40,
2026-01-09,金,朝送り,只津,溝口,車,707,なし,①四宮鈴 ②富永日向 ③小松島駿俊汰 ④林大希 ⑤林夏渚 ⑥上田大和 ⑦上田千愛 ⑧香村慧 ⑨園田葵,7:50,8:40,
2026-01-09,金,昼送り,只津,溝口,車,707,なし,①小松島駿俊汰,12:40,13:20,
2026-01-10,土,夕迎え,只津,溝口,車,707,なし,①香村慧 ②林夏渚 ③櫻井斗麻 ④向井瑠華 ⑤石神陽菜 ⑥香村快 ⑦向井永愛 ⑧林大希 ⑨寺田菫 ⑩園田柚真 ⑪園田葵,17:40,18:40,
2026-01-10,土,朝送り,只津,溝口,車,707,なし,①石神陽菜 ②向井永愛 ③香村快 ④香村慧 ⑤櫻井斗麻 ⑥林大希 ⑦向井瑠華 ⑧園田柚真 ⑨園田葵 ⑩寺田菫,7:40,8:45,
2026-01-10,土,昼送り,只津,溝口,車,707,なし,①石神陽菜,12:40,13:20,
2026-01-11,日,夕迎え,只津,溝口,車,707,なし,①櫻井斗麻 ②向井瑠華 ③小松島駿俊汰 ④上田海琴 ⑤林大希 ⑥富永日向 ⑦上田千愛 ⑧上田大和 ⑨向井永愛 ⑩小松島咲花 ⑪園田柚真 ⑫寺田菫,17:40,18:40,
2026-01-11,日,朝送り,只津,溝口,車,707,なし,①林大希 ②向井瑠華 ③小松島咲花 ④小松島駿俊汰 ⑤上田海琴 ⑥富永日向 ⑦向井永愛 ⑧櫻井斗麻 ⑨上田大和 ⑩上田千愛 ⑪寺田菫 ⑫園田柚真,7:50,8:45,
2026-01-11,日,昼送り,只津,溝口,車,707,なし,①小松島咲花 ②富永日向 ③上田千愛 ④林大希 ⑤向井瑠華 ⑥櫻井斗麻 ⑦上田大和 ⑧小松島駿俊汰 ⑨向井永愛 ⑩寺田菫 ⑪園田柚真,12:40,13:20,
2026-01-12,月,夕迎え,只津,溝口,車,707,なし,①上田大和 ②上田海琴 ③富永日向 ④小野凌来 ⑤溝口一花 ⑥小松島咲花 ⑦小松島駿俊汰 ⑧上田千愛 ⑨寺田菫,17:35,18:40,
2026-01-12,月,朝送り,只津,溝口,車,707,なし,①小松島咲花 ②上田海琴 ③小松島駿俊汰 ④櫻井麻智 ⑤櫻井斗麻 ⑥上田大和 ⑦上田千愛 ⑧小野凌来 ⑨富永日向 ⑩溝口一花 ⑪櫻井帆斗 ⑫寺田菫,7:45,8:45,
2026-01-12,月,昼送り,只津,溝口,車,707,なし,①小松島駿俊汰,12:40,13:20,
2026-01-13,火,夕迎え,只津,溝口,車,707,なし,①小野凌来 ②松岡蘭 ③上田千愛 ④櫻井帆斗 ⑤上田海琴 ⑥笠原英二次 ⑦上田大和 ⑧櫻井麻智 ⑨溝口一花 ⑩櫻井斗麻 ⑪園田葵 ⑫寺田菫,17:30,18:40,
2026-01-13,火,朝送り,只津,溝口,車,707,なし,①小野凌来 ②溝口一花 ③櫻井帆斗 ④上田大和 ⑤櫻井斗麻 ⑥松岡蘭 ⑦笠原英二次 ⑧上田海琴 ⑨櫻井麻智 ⑩上田千愛 ⑪寺田菫 ⑫園田葵,7:45,8:40,
2026-01-14,水,夕迎え,只津,溝口,車,707,なし,①林大希 ②林夏渚 ③上田大和 ④上田海琴 ⑤笠原英二次 ⑥溝口一花 ⑦松岡蘭 ⑧上田千愛 ⑨小野凌来 ⑩園田葵,17:40,18:40,
2026-01-14,水,朝送り,只津,溝口,車,707,なし,①櫻井麻智 ②上田千愛 ③櫻井帆斗 ④溝口一花 ⑤上田海琴 ⑥笠原英二次 ⑦上田大和 ⑧林大希 ⑨松岡蘭 ⑩小野凌来 ⑪林夏渚 ⑫園田葵,7:40,8:45,
2026-01-15,木,夕迎え,只津,溝口,車,707,なし,①小野凌来 ②松岡蘭 ③上田千愛 ④小松島駿俊汰 ⑤櫻井麻智 ⑥上田海琴 ⑦富永日向 ⑧四宮鈴 ⑨林夏渚 ⑩櫻井帆斗 ⑪上田大和 ⑫溝口一花 ⑬林大希,17:35,18:30,
2026-01-15,木,朝送り,只津,溝口,車,707,なし,①松岡蘭 ②上田大和 ③四宮鈴 ④櫻井麻智 ⑤溝口一花 ⑥櫻井帆斗 ⑦小野凌来 ⑧上田千愛 ⑨小松島駿俊汰 ⑩林大希 ⑪林夏渚 ⑫上田海琴,7:40,8:40,
2026-01-15,木,昼送り,只津,溝口,車,707,なし,①小松島駿俊汰,12:40,13:20,
2026-01-16,金,夕迎え,只津,溝口,車,707,なし,①上田千愛 ②四宮鈴 ③松岡蘭 ④小松島駿俊汰 ⑤石神陽菜 ⑥上田大和 ⑦林夏渚 ⑧香村快 ⑨富永日向 ⑩上田海琴 ⑪林大希 ⑫香村慧 ⑬園田葵,17:40,18:40,
2026-01-16,金,朝送り,只津,溝口,車,707,なし,①石神陽菜 ②香村慧 ③松岡蘭 ④林大希 ⑤上田海琴 ⑥四宮鈴 ⑦小松島駿俊汰 ⑧上田大和 ⑨上田千愛 ⑩富永日向 ⑪林夏渚 ⑫園田葵,7:40,8:45,
2026-01-16,金,昼送り,只津,溝口,車,707,なし,①小松島駿俊汰,12:40,13:20,
2026-01-17,土,夕迎え,只津,溝口,車,707,なし,①向井瑠華 ②向井永愛 ③香村慧 ④香村快 ⑤櫻井斗麻 ⑥林大希 ⑦石神陽菜 ⑧林夏渚 ⑨園田葵 ⑩寺田菫 ⑪園田柚真,17:40,18:40,
2026-01-17,土,朝送り,只津,溝口,車,707,なし,①香村快 ②石神陽菜 ③林大希 ④向井瑠華 ⑤香村慧 ⑥向井永愛 ⑦櫻井斗麻 ⑧林夏渚 ⑨寺田菫 ⑩園田葵 ⑪園田柚真,7:45,8:40,
2026-01-17,土,昼送り,只津,溝口,車,707,なし,①石神陽菜,12:40,13:20,
2026-01-18,日,夕迎え,只津,溝口,車,707,なし,①上田大和 ②小松島咲花 ③向井瑠華 ④小松島駿俊汰 ⑤上田海琴 ⑥上田千愛 ⑦櫻井斗麻 ⑧林大希 ⑨向井永愛 ⑩富永日向 ⑪寺田菫 ⑫園田柚真,17:30,18:40,
2026-01-18,日,朝送り,只津,溝口,車,707,なし,①富永日向 ②林大希 ③向井瑠華 ④向井永愛 ⑤櫻井斗麻 ⑥上田大和 ⑦上田千愛 ⑧小松島駿俊汰 ⑨上田海琴 ⑩園田柚真 ⑪寺田菫,7:40,8:40,
2026-01-18,日,昼送り,只津,溝口,車,707,なし,①小松島駿俊汰 ②上田海琴 ③富永日向 ④向井瑠華 ⑤上田大和 ⑥向井永愛 ⑦櫻井斗麻 ⑧上田千愛 ⑨小松島咲花 ⑩園田柚真 ⑪寺田菫,12:40,13:20,
2026-01-19,月,夕迎え,只津,溝口,車,707,なし,①小松島駿俊汰 ②上田海琴 ③小松島咲花 ④溝口一花 ⑤小野凌来 ⑥上田千愛 ⑦上田大和 ⑧富永日向 ⑨寺田菫,17:30,18:40,
2026-01-19,月,朝送り,只津,溝口,車,707,なし,①櫻井帆斗 ②上田大和 ③富永日向 ④上田千愛 ⑤上田海琴 ⑥溝口一花 ⑦櫻井麻智 ⑧小野凌来 ⑨櫻井斗麻 ⑩小松島駿俊汰 ⑪小松島咲花 ⑫寺田菫,7:40,8:45,
2026-01-19,月,昼送り,只津,溝口,車,707,なし,①小松島駿俊汰,12:40,13:20,
2026-01-20,火,夕迎え,只津,溝口,車,707,なし,①溝口一花 ②笠原英二次 ③松岡蘭 ④小野凌来 ⑤櫻井麻智 ⑥櫻井帆斗 ⑦上田海琴 ⑧櫻井斗麻 ⑨上田大和 ⑩上田千愛 ⑪園田葵 ⑫寺田菫,17:40,18:40,
2026-01-20,火,朝送り,只津,溝口,車,707,なし,①溝口一花 ②上田海琴 ③櫻井斗麻 ④上田大和 ⑤櫻井麻智 ⑥笠原英二次 ⑦櫻井帆斗 ⑧上田千愛 ⑨松岡蘭 ⑩小野凌来 ⑪寺田菫 ⑫園田葵,7:50,8:45,
2026-01-21,水,夕迎え,只津,溝口,車,707,なし,①上田千愛 ②溝口一花 ③小野凌来 ④林大希 ⑤松岡蘭 ⑥上田海琴 ⑦笠原英二次 ⑧上田大和 ⑨林夏渚 ⑩園田葵,17:35,18:40,
2026-01-21,水,朝送り,只津,溝口,車,707,なし,①上田千愛 ②溝口一花 ③櫻井帆斗 ④笠原英二次 ⑤林夏渚 ⑥小野凌来 ⑦上田大和 ⑧上田海琴 ⑨松岡蘭 ⑩林大希 ⑪園田葵,7:45,8:40,
2026-01-22,木,夕迎え,只津,溝口,車,707,なし,①櫻井麻智 ②上田千愛 ③上田海琴 ④林夏渚 ⑤上田大和 ⑥林大希 ⑦櫻井帆斗 ⑧松岡蘭 ⑨小松島咲花 ⑩小野凌来 ⑪四宮鈴 ⑫溝口一花 ⑬富永日向,17:40,18:20,
2026-01-22,木,朝送り,只津,溝口,車,707,なし,①四宮鈴 ②溝口一花 ③上田千愛 ④櫻井麻智 ⑤上田海琴 ⑥林夏渚 ⑦小野凌来 ⑧上田大和 ⑨小松島咲花 ⑩櫻井帆斗 ⑪林大希 ⑫富永日向,7:40,8:40,
2026-01-23,金,夕迎え,只津,溝口,車,707,なし,①上田千愛 ②松岡蘭 ③上田海琴 ④林大希 ⑤富永日向 ⑥小松島咲花 ⑦香村慧 ⑧香村快 ⑨上田大和 ⑩石神陽菜 ⑪林夏渚 ⑫四宮鈴 ⑬園田葵,17:35,18:40,
2026-01-23,金,朝送り,只津,溝口,車,707,なし,①林大希 ②富永日向 ③小松島咲花 ④上田大和 ⑤石神陽菜 ⑥林夏渚 ⑦香村快 ⑧上田千愛 ⑨上田海琴 ⑩四宮鈴 ⑪松岡蘭 ⑫園田葵,7:40,8:40,
2026-01-24,土,夕迎え,只津,溝口,車,707,なし,①向井永愛 ②櫻井斗麻 ③石神陽菜 ④林夏渚 ⑤香村快 ⑥香村慧 ⑦林大希 ⑧向井瑠華 ⑨園田柚真 ⑩園田葵 ⑪寺田菫,17:30,18:40,
2026-01-24,土,朝送り,只津,溝口,車,707,なし,①向井永愛 ②櫻井斗麻 ③香村快 ④石神陽菜 ⑤向井瑠華 ⑥林夏渚 ⑦林大希 ⑧香村慧 ⑨園田葵 ⑩園田柚真 ⑪寺田菫,7:45,8:45,
2026-01-24,土,昼送り,只津,溝口,車,707,なし,①石神陽菜,12:40,13:20,
2026-01-25,日,夕迎え,只津,溝口,車,707,なし,①櫻井斗麻 ②林大希 ③小松島駿俊汰 ④上田千愛 ⑤富永日向 ⑥小松島咲花 ⑦上田海琴 ⑧向井永愛 ⑨向井瑠華 ⑩上田大和 ⑪寺田菫 ⑫園田柚真,17:35,18:40,
2026-01-25,日,朝送り,只津,溝口,車,707,なし,①小松島駿俊汰 ②上田大和 ③向井瑠華 ④櫻井斗麻 ⑤小松島咲花 ⑥林大希 ⑦上田千愛 ⑧向井永愛 ⑨上田海琴 ⑩寺田菫,7:45,8:40,
2026-01-25,日,昼送り,只津,溝口,車,707,なし,①富永日向 ②上田大和 ③上田海琴 ④上田千愛 ⑤小松島咲花 ⑥櫻井斗麻 ⑦林大希 ⑧向井瑠華 ⑨園田柚真 ⑩寺田菫,12:40,13:20,
2026-01-26,月,夕迎え,只津,溝口,車,707,なし,①上田大和 ②溝口一花 ③小松島駿俊汰 ④小松島咲花 ⑤富永日向 ⑥小野凌来 ⑦上田海琴 ⑧上田千愛 ⑨寺田菫,17:35,18:40,
2026-01-26,月,朝送り,只津,溝口,車,707,なし,①小野凌来 ②上田大和 ③櫻井麻智 ④富永日向 ⑤櫻井斗麻 ⑥上田千愛 ⑦溝口一花 ⑧櫻井帆斗 ⑨小松島駿俊汰 ⑩小松島咲花 ⑪寺田菫,7:50,8:40,
2026-01-26,月,昼送り,只津,溝口,車,707,なし,①小松島駿俊汰,12:40,13:20,
2026-01-27,火,夕迎え,只津,溝口,車,707,なし,①櫻井麻智 ②上田大和 ③櫻井帆斗 ④溝口一花 ⑤松岡蘭 ⑥小野凌来 ⑦四宮鈴 ⑧上田千愛 ⑨上田海琴 ⑩櫻井斗麻 ⑪寺田菫 ⑫園田葵,17:35,18:40,
2026-01-27,火,朝送り,只津,溝口,車,707,なし,①櫻井麻智 ②松岡蘭 ③櫻井斗麻 ④櫻井帆斗 ⑤上田大和 ⑥溝口一花 ⑦四宮鈴 ⑧小野凌来 ⑨上田千愛 ⑩上田海琴 ⑪園田葵 ⑫寺田菫,7:45,8:45,
2026-01-28,水,夕迎え,只津,溝口,車,707,なし,①上田大和 ②溝口一花 ③上田海琴 ④松岡蘭 ⑤四宮鈴 ⑥上田千愛 ⑦林夏渚 ⑧小野凌来 ⑨園田葵,17:35,18:40,
2026-01-28,水,朝送り,只津,溝口,車,707,なし,①溝口一花 ②上田海琴 ③松岡蘭 ④小野凌来 ⑤櫻井麻智 ⑥櫻井帆斗 ⑦林夏渚 ⑧上田千愛 ⑨上田大和 ⑩四宮鈴 ⑪園田葵,7:40,8:40,
2026-01-29,木,夕迎え,只津,溝口,車,707,なし,①林夏渚 ②上田千愛 ③富永日向 ④櫻井帆斗 ⑤小野凌来 ⑥上田海琴 ⑦小松島咲花 ⑧溝口一花 ⑨四宮鈴 ⑩上田大和 ⑪櫻井麻智 ⑫松岡蘭,17:30,18:30,
2026-01-29,木,朝送り,只津,溝口,車,707,なし,①溝口一花 ②櫻井帆斗 ③林夏渚 ④松岡蘭 ⑤小松島咲花 ⑥小野凌来 ⑦上田海琴 ⑧上田千愛 ⑨上田大和,7:40,8:40,
2026-01-30,金,夕迎え,只津,溝口,車,707,なし,①小松島咲花 ②林大希 ③林夏渚 ④松岡蘭 ⑤四宮鈴 ⑥香村快 ⑦上田海琴 ⑧上田千愛 ⑨香村慧 ⑩石神陽菜 ⑪富永日向 ⑫上田大和 ⑬園田葵,17:30,18:40,
2026-01-30,金,朝送り,只津,溝口,車,707,なし,①上田海琴 ②富永日向 ③上田千愛 ④林大希 ⑤石神陽菜 ⑥四宮鈴 ⑦香村快 ⑧小松島咲花 ⑨香村慧 ⑩上田大和 ⑪林夏渚 ⑫松岡蘭,7:50,8:45,
2026-01-31,土,夕迎え,只津,溝口,車,707,なし,①香村快 ②向井永愛 ③向井瑠華 ④林夏渚 ⑤櫻井斗麻 ⑥石神陽菜 ⑦林大希 ⑧香村慧 ⑨寺田菫 ⑩園田葵 ⑪園田柚真,17:35,18:40,
2026-01-31,土,朝送り,只津,溝口,車,707,なし,①林夏渚 ②向井永愛 ③香村慧 ④香村快 ⑤石神陽菜 ⑥林大希 ⑦向井瑠華 ⑧園田柚真 ⑨寺田菫 ⑩園田葵,7:40,8:45,
2026-01-31,土,昼送り,只津,溝口,車,707,なし,①石神陽菜,12:40,13:20,
