日付,曜日,送迎区分,送迎職員,介助者,送迎方法,車番,点呼確認による異常,利用者,開始時刻,終了時刻,備考
2025-03-07,金,夕迎え,只津,溝口,車,707,なし,①林夏渚 ②石神陽菜 ③林大希 ④溝口一花 ⑤入矢瑠々子 ⑥園田葵,17:35,18:40,
2025-03-07,金,朝送り,只津,溝口,車,707,なし,①石神陽菜 ②林夏渚 ③溝口一花 ④林大希 ⑤入矢瑠々子 ⑥園田葵,7:50,8:40,
2025-03-07,金,昼送り,只津,溝口,車,707,なし,①林夏渚,12:40,13:20,
2025-03-08,土,夕迎え,只津,溝口,車,707,なし,①森田さつき ②溝口一花 ③森田さくら ④鈴木応介 ⑤石神陽菜 ⑥林大希 ⑦森田佳代 ⑧森田あやめ ⑨入矢瑠々子 ⑩林夏渚 ⑪園田葵,17:35,18:40,
2025-03-08,土,朝送り,只津,溝口,車,707,なし,①入矢瑠々子 ②森田あやめ ③森田さくら ④溝口一花 ⑤鈴木応介 ⑥林大希 ⑦林夏渚 ⑧森田さつき ⑨石神陽菜 ⑩園田葵,7:50,8:40,
2025-03-08,土,昼送り,只津,溝口,車,707,なし,①森田あやめ ②森田さくら ③入矢瑠々子 ④森田佳代 ⑤林夏渚 ⑥森田さつき,12:40,13:20,
2025-03-09,日,夕迎え,只津,溝口,車,707,なし,①森田あやめ ②鈴木応介 ③溝口一花 ④森田さくら ⑤森田さつき ⑥森田佳代,17:30,18:20,
2025-03-09,日,朝送り,只津,溝口,車,707,なし,①鈴木応介 ②溝口一花 ③森田さつき ④森田佳代 ⑤森田さくら,7:40,8:40,
2025-03-09,日,昼送り,只津,溝口,車,707,なし,①森田佳代 ②森田さくら ③森田あやめ ④森田さつき ⑤溝口一花,12:40,13:20,
2025-03-10,月,夕迎え,只津,溝口,車,707,なし,①寺田菫,17:35,18:40,
2025-03-10,月,朝送り,只津,溝口,車,707,なし,①寺田菫,7:50,8:45,
2025-03-11,火,夕迎え,只津,溝口,車,707,なし,①寺田菫,17:30,18:40,
2025-03-11,火,朝送り,只津,溝口,車,707,なし,①寺田菫,7:45,8:40,
2025-03-12,水,夕迎え,只津,溝口,車,707,なし,①外越菜々 ②鈴木応介 ③溝口一花 ④富永日向 ⑤園田柚真 ⑥園田葵,17:40,18:40,
2025-03-12,水,朝送り,只津,溝口,車,707,なし,①溝口一花 ②外越菜々 ③富永日向 ④鈴木応介 ⑤園田葵 ⑥園田柚真,7:50,8:45,
2025-03-12,水,昼送り,只津,溝口,車,707,なし,①溝口一花 ②外越菜々,12:40,13:20,
2025-03-13,木,夕迎え,只津,溝口,車,707,なし,①富永日向 ②溝口一花 ③鈴木応介 ④外越菜々 ⑤園田葵 ⑥園田柚真,17:40,18:40,
2025-03-13,木,朝送り,只津,溝口,車,707,なし,①富永日向 ②外越菜々 ③溝口一花 ④鈴木応介 ⑤園田柚真 ⑥園田葵,7:45,8:45,
2025-03-13,木,昼送り,只津,溝口,車,707,なし,①溝口一花,12:40,13:20,
2025-03-14,金,夕迎え,只津,溝口,車,707,なし,①林夏渚 ②入矢瑠々子 ③溝口一花 ④林大希 ⑤石神陽菜 ⑥園田葵,17:40,18:40,
2025-03-14,金,朝送り,只津,溝口,車,707,なし,①石神陽菜 ②林夏渚 ③溝口一花 ④林大希 ⑤入矢瑠々子 ⑥園田葵,7:40,8:45,
2025-03-14,金,昼送り,只津,溝口,車,707,なし,①石神陽菜 ②入矢瑠々子 ③林夏渚,12:40,13:20,
2025-03-15,土,夕迎え,只津,溝口,車,707,なし,①川嶋歓大 ②鈴木応介 ③林夏渚 ④富永日向 ⑤山田壮一郎 ⑥溝口一花 ⑦林大希 ⑧入矢瑠々子 ⑨石神陽菜 ⑩園田葵,17:40,18:40,
2025-03-15,土,朝送り,只津,溝口,車,707,なし,①石神陽菜 ②鈴木応介 ③林大希 ④入矢瑠々子 ⑤溝口一花 ⑥山田壮一郎 ⑦富永日向 ⑧川嶋歓大 ⑨林夏渚 ⑩園田葵,7:45,8:40,
2025-03-15,土,昼送り,只津,溝口,車,707,なし,①溝口一花 ②川嶋歓大 ③入矢瑠々子,12:40,13:20,
2025-03-16,日,夕迎え,只津,溝口,車,707,なし,①山田壮一郎 ②鈴木応介 ③富永日向 ④川嶋歓大,17:30,18:40,
2025-03-16,日,朝送り,只津,溝口,車,707,なし,①山田壮一郎 ②鈴木応介 ③富永日向,7:50,8:45,
2025-03-16,日,昼送り,只津,溝口,車,707,なし,①山田壮一郎 ②鈴木応介 ③川嶋歓大 ④富永日向,12:40,13:20,
2025-03-17,月,夕迎え,只津,溝口,車,707,なし,①石神陽菜 ②溝口一花 ③入矢瑠々子 ④園田葵 ⑤園田柚真 ⑥寺田菫,17:35,18:40,
2025-03-17,月,朝送り,只津,溝口,車,707,なし,①入矢瑠々子 ②溝口一花 ③石神陽菜 ④園田葵 ⑤寺田菫 ⑥園田柚真,7:50,8:45,
2025-03-17,月,昼送り,只津,溝口,車,707,なし,①溝口一花,12:40,13:20,
2025-03-18,火,夕迎え,只津,溝口,車,707,なし,①入矢瑠々子 ②石神陽菜 ③溝口一花 ④園田柚真 ⑤寺田菫 ⑥園田葵,17:30,18:40,
2025-03-18,火,朝送り,只津,溝口,車,707,なし,①溝口一花 ②石神陽菜 ③入矢瑠々子 ④寺田菫 ⑤園田葵 ⑥園田柚真,7:40,8:40,
2025-03-18,火,昼送り,只津,溝口,車,707,なし,①溝口一花 ②入矢瑠々子 ③石神陽菜,12:40,13:20,
2025-03-21,金,夕迎え,只津,溝口,車,707,なし,①林夏渚 ②武田日茉莉 ③林大希 ④溝口一花 ⑤入矢瑠々子 ⑥園田葵,17:30,18:40,
2025-03-21,金,朝送り,只津,溝口,車,707,なし,①林大希 ②武田日茉莉 ③林夏渚 ④溝口一花 ⑤入矢瑠々子 ⑥園田葵,7:50,8:40,
2025-03-21,金,昼送り,只津,溝口,車,707,なし,①林夏渚,12:40,13:20,
2025-03-22,土,夕迎え,只津,溝口,車,707,なし,①入矢瑠々子 ②溝口一花 ③川嶋歓大 ④鈴木応介 ⑤山田壮一郎 ⑥林夏渚 ⑦武田日茉莉 ⑧林大希 ⑨園田葵,17:30,18:40,
2025-03-22,土,朝送り,只津,溝口,車,707,なし,①武田日茉莉 ②林夏渚 ③入矢瑠々子 ④川嶋歓大 ⑤溝口一花 ⑥林大希 ⑦鈴木応介 ⑧園田葵,7:50,8:45,
2025-03-22,土,昼送り,只津,溝口,車,707,なし,①林夏渚 ②武田日茉莉,12:40,13:20,
2025-03-23,日,夕迎え,只津,溝口,車,707,なし,①山田壮一郎 ②鈴木応介 ③川嶋歓大,17:35,18:40,
2025-03-23,日,朝送り,只津,溝口,車,707,なし,①川嶋歓大 ②鈴木応介 ③山田壮一郎,7:40,8:45,
2025-03-23,日,昼送り,只津,溝口,車,707,なし,①山田壮一郎 ②川嶋歓大,12:40,13:20,
2025-03-24,月,夕迎え,只津,溝口,車,707,なし,①溝口一花 ②石神陽菜 ③富永日向 ④寺田菫,17:30,18:40,
2025-03-24,月,朝送り,只津,溝口,車,707,なし,①石神陽菜 ②溝口一花 ③富永日向 ④寺田菫,7:40,8:45,
2025-03-24,月,昼送り,只津,溝口,車,707,なし,①溝口一花,12:40,13:20,
2025-03-25,火,夕迎え,只津,溝口,車,707,なし,①石神陽菜 ②溝口一花 ③富永日向 ④寺田菫,17:35,18:40,
2025-03-25,火,朝送り,只津,溝口,車,707,なし,①溝口一花 ②石神陽菜 ③富永日向 ④寺田菫,7:45,8:40,
2025-03-25,火,昼送り,只津,溝口,車,707,なし,①石神陽菜 ②溝口一花,12:40,13:20,
2025-03-26,水,夕迎え,只津,溝口,車,707,なし,①富永日向 ②外越菜々 ③溝口一花 ④園田葵 ⑤園田柚真,17:30,18:40,
2025-03-26,水,朝送り,只津,溝口,車,707,なし,①溝口一花 ②富永日向 ③外越菜々 ④園田柚真 ⑤園田葵,7:45,8:40,
2025-03-26,水,昼送り,只津,溝口,車,707,なし,①外越菜々 ②溝口一花 ③園田葵,12:40,13:20,
2025-03-27,木,夕迎え,只津,溝口,車,707,なし,①武田日茉莉 ②富永日向 ③溝口一花 ④外越菜々 ⑤園田葵 ⑥園田柚真,17:35,18:40,
2025-03-27,木,朝送り,只津,溝口,車,707,なし,①外越菜々 ②溝口一花 ③富永日向 ④武田日茉莉 ⑤園田柚真 ⑥園田葵,7:50,8:45,
2025-03-27,木,昼送り,只津,溝口,車,707,なし,①溝口一花 ②園田葵,12:40,13:20,
2025-03-28,金,夕迎え,只津,溝口,車,707,なし,①林大希 ②入矢瑠々子 ③武田日茉莉 ④溝口一花 ⑤林夏渚 ⑥寺田菫 ⑦園田葵,17:40,18:40,
2025-03-28,金,朝送り,只津,溝口,車,707,なし,①溝口一花 ②林夏渚 ③林大希 ④入矢瑠々子 ⑤寺田菫 ⑥園田葵,7:40,8:45,
2025-03-28,金,昼送り,只津,溝口,車,707,なし,①林夏渚,12:40,13:20,
2025-03-29,土,夕迎え,只津,溝口,車,707,なし,①溝口一花 ②林夏渚 ③山田壮一郎 ④入矢瑠々子 ⑤富永日向 ⑥鈴木応介 ⑦林大希 ⑧寺田菫 ⑨園田葵,17:30,18:40,
2025-03-29,土,朝送り,只津,溝口,車,707,なし,①鈴木応介 ②山田壮一郎 ③溝口一花 ④林夏渚 ⑤富永日向 ⑥入矢瑠々子 ⑦林大希 ⑧寺田菫 ⑨園田葵,7:50,8:40,
2025-03-29,土,昼送り,只津,溝口,車,707,なし,①入矢瑠々子 ②林夏渚,12:40,13:20,
2025-03-30,日,夕迎え,只津,溝口,車,707,なし,①富永日向 ②山田壮一郎 ③鈴木応介,17:35,18:20,
2025-03-30,日,朝送り,只津,溝口,車,707,なし,①富永日向 ②山田壮一郎 ③鈴木応介,7:40,8:45,
2025-03-30,日,昼送り,只津,溝口,車,707,なし,①富永日向 ②山田壮一郎,12:40,13:20,
2025-04-01,火,夕迎え,只津,溝口,車,707,なし,①林夏渚 ②富永日向 ③小野凌来 ④櫻井斗麻 ⑤外越菜々 ⑥溝口一花,17:30,18:20,
2025-04-01,火,朝送り,只津,溝口,車,707,なし,①林夏渚 ②溝口一花 ③小野凌来 ④櫻井斗麻 ⑤外越菜々 ⑥富永日向,7:40,8:40,
2025-04-01,火,昼送り,只津,溝口,車,707,なし,①櫻井斗麻 ②溝口一花 ③小野凌来,12:40,13:20,
2025-04-02,水,夕迎え,只津,溝口,車,707,なし,①溝口一花 ②林夏渚 ③小野凌来 ④外越菜々 ⑤富永日向 ⑥園田柚真 ⑦園田葵,17:30,18:40,
2025-04-02,水,朝送り,只津,溝口,車,707,なし,①櫻井麻智 ②林夏渚 ③櫻井斗麻 ④富永日向 ⑤外越菜々 ⑥小野凌来 ⑦櫻井帆斗 ⑧溝口一花 ⑨園田柚真 ⑩園田葵,7:45,8:40,
2025-04-02,水,昼送り,只津,溝口,車,707,なし,①櫻井斗麻 ②小野凌来 ③外越菜々,12:40,13:20,
2025-04-03,木,夕迎え,只津,溝口,車,707,なし,①森田さくら ②櫻井麻智 ③外越菜々 ④森田脩平 ⑤森田さつき ⑥溝口一花 ⑦森田あやめ ⑧石神直都 ⑨櫻井帆斗 ⑩藤川結梨 ⑪富永日向 ⑫園田葵 ⑬園田柚真,17:35,18:40,
2025-04-03,木,朝送り,只津,溝口,車,707,なし,①藤川結梨 ②外越菜々 ③森田脩平 ④森田さくら ⑤石神直都 ⑥櫻井麻智 ⑦溝口一花 ⑧櫻井帆斗 ⑨森田あやめ ⑩園田葵 ⑪園田柚真,7:40,8:40,
2025-04-03,木,昼送り,只津,溝口,車,707,なし,①石神直都,12:40,13:20,
2025-04-04,金,夕迎え,只津,溝口,車,707,なし,①藤川結梨 ②森田脩平 ③入矢瑠々子 ④森田さくら ⑤森田さつき ⑥林夏渚 ⑦石神直都 ⑧石神陽菜 ⑨林大希 ⑩富永日向 ⑪森田あやめ ⑫園田葵,17:35,18:40,
2025-04-04,金,朝送り,只津,溝口,車,707,なし,①林夏渚 ②石神陽菜 ③入矢瑠々子 ④森田さつき ⑤森田脩平 ⑥森田さくら ⑦石神直都 ⑧富永日向 ⑨森田あやめ ⑩林大希 ⑪園田葵,7:45,8:45,
2025-04-04,金,昼送り,只津,溝口,車,707,なし,①石神直都 ②林夏渚,12:40,13:20,
2025-04-05,土,夕迎え,只津,溝口,車,707,なし,①林大希 ②鈴木応介 ③富永日向 ④石神陽菜 ⑤山田壮一郎 ⑥藤川結梨 ⑦櫻井斗麻 ⑧林夏渚 ⑨入矢瑠々子 ⑩櫻井帆斗 ⑪園田葵,17:30,18:40,
2025-04-05,土,朝送り,只津,溝口,車,707,なし,①富永日向 ②藤川結梨 ③林夏渚 ④櫻井斗麻 ⑤林大希 ⑥鈴木応介 ⑦山田壮一郎 ⑧石神陽菜 ⑨園田葵,7:40,8:45,
2025-04-06,日,夕迎え,只津,溝口,車,707,なし,①鈴木応介 ②富永日向 ③山田壮一郎 ④櫻井帆斗 ⑤藤川結梨 ⑥櫻井斗麻 ⑦森田脩平 ⑧森田さつき ⑨溝口一花 ⑩森田さくら ⑪森田あやめ,17:30,18:40,
2025-04-06,日,朝送り,只津,溝口,車,707,なし,①櫻井帆斗 ②森田さつき ③森田さくら ④森田脩平 ⑤藤川結梨 ⑥鈴木応介 ⑦櫻井斗麻 ⑧富永日向 ⑨森田あやめ ⑩溝口一花,7:50,8:40,
2025-04-06,日,昼送り,只津,溝口,車,707,なし,①山田壮一郎 ②櫻井帆斗 ③櫻井斗麻 ④藤川結梨 ⑤溝口一花,12:40,13:20,
2025-04-07,月,夕迎え,只津,溝口,車,707,なし,①森田あやめ ②森田さつき ③溝口一花 ④富永日向 ⑤森田さくら ⑥森田脩平 ⑦園田葵 ⑧寺田菫,17:40,18:40,
2025-04-07,月,朝送り,只津,溝口,車,707,なし,①櫻井斗麻 ②森田脩平 ③富永日向 ④溝口一花 ⑤櫻井麻智 ⑥森田さつき ⑦森田さくら ⑧森田あやめ ⑨櫻井帆斗 ⑩寺田菫 ⑪園田葵,7:50,8:40,
2025-04-07,月,昼送り,只津,溝口,車,707,なし,①櫻井斗麻,12:40,13:20,
2025-04-08,火,夕迎え,只津,溝口,車,707,なし,①櫻井麻智 ②石神陽菜 ③櫻井帆斗 ④外越菜々 ⑤櫻井斗麻 ⑥小野凌来 ⑦富永日向 ⑧松岡龍之介 ⑨溝口一花 ⑩林夏渚 ⑪藤川結梨 ⑫園田葵 ⑬寺田菫,17:30,18:40,
2025-04-08,火,朝送り,只津,溝口,車,707,なし,①小野凌来 ②石神陽菜 ③櫻井麻智 ④櫻井斗麻 ⑤溝口一花 ⑥藤川結梨 ⑦外越菜々 ⑧松岡龍之介 ⑨林夏渚 ⑩櫻井帆斗 ⑪富永日向 ⑫寺田菫 ⑬園田葵,7:50,8:40,
2025-04-08,火,昼送り,只津,溝口,車,707,なし,①石神陽菜 ②小野凌来 ③櫻井斗麻 ④溝口一花 ⑤林夏渚,12:40,13:20,
2025-04-09,水,夕迎え,只津,溝口,車,707,なし,①小野凌来 ②藤川結梨 ③外越菜々 ④林夏渚 ⑤石神陽菜 ⑥溝口一花 ⑦松岡龍之介 ⑧園田柚真 ⑨園田葵,17:35,18:40,
2025-04-09,水,朝送り,只津,溝口,車,707,なし,①藤川結梨 ②松岡龍之介 ③溝口一花 ④小野凌来 ⑤外越菜々 ⑥林夏渚 ⑦櫻井帆斗 ⑧石神陽菜 ⑨櫻井麻智 ⑩園田柚真 ⑪園田葵,7:40,8:40,
2025-04-09,水,昼送り,只津,溝口,車,707,なし,①小野凌来 ②外越菜々 ③石神陽菜,12:40,13:20,
2025-04-10,木,夕迎え,只津,溝口,車,707,なし,①森田あやめ ②森田さくら ③森田脩平 ④森田佳代 ⑤森田さつき ⑥松岡龍之介 ⑦櫻井帆斗 ⑧溝口一花 ⑨林夏渚 ⑩石神直都 ⑪櫻井麻智 ⑫小野凌来 ⑬富永日向 ⑭園田葵 ⑮園田柚真,17:40,18:40,
2025-04-10,木,朝送り,只津,溝口,車,707,なし,①森田あやめ ②石神直都 ③富永日向 ④小野凌来 ⑤森田佳代 ⑥櫻井麻智 ⑦森田脩平 ⑧林夏渚 ⑨櫻井帆斗 ⑩溝口一花 ⑪松岡龍之介 ⑫園田柚真 ⑬園田葵,7:45,8:45,
2025-04-10,木,昼送り,只津,溝口,車,707,なし,①小野凌来 ②石神直都,12:40,13:20,
2025-04-11,金,夕迎え,只津,溝口,車,707,なし,①林夏渚 ②石神陽菜 ③林大希 ④森田脩平 ⑤森田佳代 ⑥松岡龍之介 ⑦森田あやめ ⑧森田さくら ⑨石神直都 ⑩小野凌来 ⑪富永日向 ⑫森田さつき ⑬園田葵,17:40,18:40,
2025-04-11,金,朝送り,只津,溝口,車,707,なし,①森田さくら ②森田あやめ ③富永日向 ④石神陽菜 ⑤林大希 ⑥石神直都 ⑦小野凌来 ⑧森田さつき ⑨林夏渚 ⑩森田佳代 ⑪園田葵,7:50,8:40,
2025-04-11,金,昼送り,只津,溝口,車,707,なし,①林夏渚 ②石神直都 ③小野凌来,12:40,13:20,
2025-04-12,土,夕迎え,只津,溝口,車,707,なし,①富永日向 ②林夏渚 ③櫻井斗麻 ④林大希 ⑤櫻井麻智 ⑥鈴木応介 ⑦石神陽菜 ⑧松岡龍之介 ⑨園田葵,17:30,18:40,
2025-04-12,土,朝送り,只津,溝口,車,707,なし,①櫻井斗麻 ②林夏渚 ③櫻井麻智 ④鈴木応介 ⑤林大希 ⑥松岡龍之介 ⑦富永日向 ⑧石神陽菜 ⑨園田葵,7:45,8:45,
2025-04-13,日,夕迎え,只津,溝口,車,707,なし,①松岡龍之介 ②櫻井斗麻 ③富永日向 ④鈴木応介 ⑤溝口一花 ⑥櫻井麻智,17:35,18:20,
2025-04-13,日,朝送り,只津,溝口,車,707,なし,①溝口一花 ②櫻井斗麻 ③櫻井麻智 ④鈴木応介 ⑤松岡龍之介,7:40,8:40,
2025-04-13,日,昼送り,只津,溝口,車,707,なし,①櫻井斗麻 ②櫻井麻智 ③溝口一花,12:40,13:20,
2025-04-14,月,夕迎え,只津,溝口,車,707,なし,①林大希 ②富永日向 ③溝口一花 ④寺田菫,17:30,18:40,
2025-04-14,月,朝送り,只津,溝口,車,707,なし,①櫻井斗麻 ②櫻井帆斗 ③溝口一花 ④林大希 ⑤富永日向 ⑥櫻井麻智 ⑦寺田菫,7:50,8:40,
2025-04-14,月,昼送り,只津,溝口,車,707,なし,①櫻井斗麻 ②溝口一花,12:40,13:20,
2025-04-15,火,夕迎え,只津,溝口,車,707,なし,①櫻井帆斗 ②櫻井麻智 ③林大希 ④松岡龍之介 ⑤櫻井斗麻 ⑥富永日向 ⑦寺田菫,17:40,18:40,
2025-04-15,火,朝送り,只津,溝口,車,707,なし,①櫻井斗麻 ②櫻井麻智 ③松岡龍之介 ④林大希 ⑤櫻井帆斗 ⑥富永日向 ⑦寺田菫,7:50,8:45,
2025-04-15,火,昼送り,只津,溝口,車,707,なし,①櫻井斗麻,12:40,13:20,
2025-04-16,水,夕迎え,只津,溝口,車,707,なし,①溝口一花 ②松岡龍之介 ③外越菜々 ④園田柚真 ⑤園田葵,17:30,18:40,
2025-04-16,水,朝送り,只津,溝口,車,707,なし,①溝口一花 ②外越菜々 ③松岡龍之介 ④櫻井麻智 ⑤櫻井帆斗 ⑥園田葵 ⑦園田柚真,7:45,8:40,
2025-04-16,水,昼送り,只津,溝口,車,707,なし,①外越菜々,12:40,13:20,
2025-04-17,木,夕迎え,只津,溝口,車,707,なし,①森田佳代 ②櫻井麻智 ③外越菜々 ④松岡龍之介 ⑤溝口一花 ⑥石神直都 ⑦櫻井帆斗 ⑧富永日向 ⑨園田葵 ⑩園田柚真,17:30,18:40,
2025-04-17,木,朝送り,只津,溝口,車,707,なし,①石神直都 ②外越菜々 ③櫻井帆斗 ④溝口一花 ⑤森田佳代 ⑥富永日向 ⑦松岡龍之介 ⑧櫻井麻智 ⑨園田柚真 ⑩園田葵,7:50,8:40,
2025-04-17,木,昼送り,只津,溝口,車,707,なし,①石神直都,12:40,13:20,
2025-04-18,金,夕迎え,只津,溝口,車,707,なし,①石神陽菜 ②林大希 ③石神直都 ④森田佳代 ⑤富永日向 ⑥林夏渚 ⑦松岡龍之介 ⑧園田葵,17:35,18:40,
2025-04-18,金,朝送り,只津,溝口,車,707,なし,①林大希 ②石神直都 ③富永日向 ④石神陽菜 ⑤松岡龍之介 ⑥森田佳代 ⑦林夏渚 ⑧園田葵,7:50,8:45,
2025-04-18,金,昼送り,只津,溝口,車,707,なし,①林夏渚 ②石神直都,12:40,13:20,
2025-04-19,土,夕迎え,只津,溝口,車,707,なし,①林大希 ②石神陽菜 ③石神直都 ④鈴木応介 ⑤松岡龍之介 ⑥林夏渚 ⑦櫻井斗麻 ⑧山田壮一郎 ⑨富永日向 ⑩園田葵,17:30,18:40,
2025-04-19,土,朝送り,只津,溝口,車,707,なし,①山田壮一郎 ②富永日向 ③石神陽菜 ④石神直都 ⑤鈴木応介 ⑥林夏渚 ⑦櫻井斗麻 ⑧松岡龍之介 ⑨林大希 ⑩園田葵,7:40,8:40,
2025-04-19,土,昼送り,只津,溝口,車,707,なし,①石神直都,12:40,13:20,
2025-04-20,日,夕迎え,只津,溝口,車,707,なし,①松岡龍之介 ②櫻井斗麻 ③溝口一花 ④富永日向 ⑤山田壮一郎 ⑥鈴木応介,17:35,18:20,
2025-04-20,日,朝送り,只津,溝口,車,707,なし,①櫻井斗麻 ②山田壮一郎 ③鈴木応介 ④溝口一花 ⑤松岡龍之介 ⑥富永日向,7:40,8:40,
2025-04-20,日,昼送り,只津,溝口,車,707,なし,①櫻井斗麻 ②山田壮一郎 ③溝口一花,12:40,13:20,
2025-04-21,月,夕迎え,只津,溝口,車,707,なし,①松岡龍之介 ②溝口一花 ③林夏渚 ④寺田菫,17:40,18:40,
2025-04-21,月,朝送り,只津,溝口,車,707,なし,①櫻井斗麻 ②櫻井帆斗 ③松岡龍之介 ④櫻井麻智 ⑤林夏渚 ⑥溝口一花 ⑦寺田菫,7:45,8:40,
2025-04-21,月,昼送り,只津,溝口,車,707,なし,①櫻井麻智 ②櫻井斗麻,12:40,13:20,
2025-04-22,火,夕迎え,只津,溝口,車,707,なし,①溝口一花 ②富永日向 ③櫻井斗麻 ④松岡龍之介 ⑤櫻井帆斗 ⑥林夏渚 ⑦櫻井麻智 ⑧寺田菫,17:40,18:40,
2025-04-22,火,朝送り,只津,溝口,車,707,なし,①櫻井帆斗 ②櫻井麻智 ③林夏渚 ④溝口一花 ⑤櫻井斗麻 ⑥松岡龍之介 ⑦寺田菫,7:40,8:45,
2025-04-22,火,昼送り,只津,溝口,車,707,なし,①溝口一花,12:40,13:20,
2025-04-23,水,夕迎え,只津,溝口,車,707,なし,①富永日向 ②溝口一花 ③松岡龍之介 ④園田葵 ⑤園田柚真,17:30,18:40,
2025-04-23,水,朝送り,只津,溝口,車,707,なし,①溝口一花 ②櫻井帆斗 ③櫻井麻智 ④松岡龍之介 ⑤富永日向 ⑥園田柚真 ⑦園田葵,7:40,8:45,
2025-04-24,木,夕迎え,只津,溝口,車,707,なし,①富永日向 ②櫻井麻智 ③外越菜々 ④松岡龍之介 ⑤森田佳代 ⑥櫻井帆斗 ⑦溝口一花 ⑧櫻井斗麻 ⑨園田柚真 ⑩園田葵,17:30,18:40,
2025-04-24,木,朝送り,只津,溝口,車,707,なし,①櫻井斗麻 ②松岡龍之介 ③富永日向 ④森田佳代 ⑤溝口一花 ⑥櫻井麻智 ⑦外越菜々 ⑧櫻井帆斗 ⑨園田柚真 ⑩園田葵,7:50,8:40,
2025-04-24,木,昼送り,只津,溝口,車,707,なし,①櫻井斗麻,12:40,13:20,
2025-04-25,金,夕迎え,只津,溝口,車,707,なし,①林夏渚 ②森田佳代 ③石神陽菜 ④外越菜々 ⑤松岡龍之介 ⑥富永日向 ⑦林大希 ⑧櫻井斗麻 ⑨園田葵,17:30,18:40,
2025-04-25,金,朝送り,只津,溝口,車,707,なし,①林大希 ②富永日向 ③森田佳代 ④櫻井斗麻 ⑤外越菜々 ⑥石神陽菜 ⑦松岡龍之介 ⑧林夏渚 ⑨園田葵,7:50,8:40,
2025-04-25,金,昼送り,只津,溝口,車,707,なし,①林夏渚,12:40,13:20,
2025-04-26,土,夕迎え,只津,溝口,車,707,なし,①富永日向 ②松岡龍之介 ③林大希 ④鈴木応介 ⑤櫻井斗麻 ⑥林夏渚 ⑦石神陽菜 ⑧園田葵,17:35,18:40,
2025-04-26,土,朝送り,只津,溝口,車,707,なし,①櫻井斗麻 ②鈴木応介 ③富永日向 ④松岡龍之介 ⑤林夏渚 ⑥石神陽菜 ⑦林大希 ⑧園田葵,7:50,8:45,
2025-04-27,日,夕迎え,只津,溝口,車,707,なし,①櫻井斗麻 ②松岡龍之介 ③鈴木応介,17:40,18:40,
2025-04-27,日,朝送り,只津,溝口,車,707,なし,①松岡龍之介 ②鈴木応介 ③櫻井斗麻,7:50,8:40,
2025-04-27,日,昼送り,只津,溝口,車,707,なし,①櫻井斗麻,12:40,13:20,
2025-04-28,月,夕迎え,只津,溝口,車,707,なし,①富永日向 ②溝口一花 ③松岡龍之介 ④寺田菫,17:30,18:40,
2025-04-28,月,朝送り,只津,溝口,車,707,なし,①富永日向 ②溝口一花 ③松岡龍之介 ④櫻井帆斗 ⑤櫻井麻智 ⑥櫻井斗麻 ⑦寺田菫,7:45,8:40,
2025-04-28,月,昼送り,只津,溝口,車,707,なし,①櫻井斗麻,12:40,13:20,
2025-04-29,火,夕迎え,只津,溝口,車,707,なし,①櫻井帆斗 ②富永日向 ③櫻井斗麻 ④櫻井麻智 ⑤溝口一花 ⑥寺田菫,17:40,18:40,
